Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
Snake Eyes: G.I. Joe Origins,2021,5.4,"24,928","Action, Adventure, Fantasy",121 ,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate
The Addams Family,1991,6.9,"143,815","Comedy, Fantasy",99 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
Brassic,1991,8.3,"6,334","Comedy, Drama",43 ,Series,TV-MA,20,Moderate,Moderate,Severe,Severe,Mild
Sons of Anarchy,1991,8.5,"275,596","Crime, Drama, Thriller",45 ,Series,TV-MA,92,Moderate,Severe,Moderate,Severe,Severe
Midsommar,2019,7.1,"256,462","Drama, Horror, Mystery",148 ,Film,R,-,Severe,Severe,Moderate,Severe,Severe
Spencer,2021,6.7,"1,044","Biography, Drama, Romance",111 ,Film,R,-,Severe,None,Severe,Moderate,Severe
Chapelwaite,2021,7.5,"3,531","Drama, Horror, Mystery",None,Series,TV-MA,10,None,Severe,Mild,Mild,Moderate
Dave Chappelle: The Closer,2021,8.1,"12,454",Comedy,72 ,Film,TV-MA,-,Moderate,None,Severe,Mild,Mild
Kin,2021,7.7,"1,415","Crime, Drama",None,Series,None,8,No Rate,No Rate,No Rate,No Rate,No Rate
The Wheel of Time,2021,No Rate,No Votes,"Action, Adventure, Drama",60 ,Series,None,7,No Rate,No Rate,No Rate,No Rate,No Rate
Avengers: Endgame,2019,8.4,"947,812","Action, Adventure, Drama",181 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
Cyrano,2021,6.9,86,"Drama, Musical, Romance",124 ,Film,PG-13,-,No Rate,No Rate,No Rate,No Rate,No Rate
Blue Bloods,2021,7.6,"35,262","Crime, Drama, Mystery",43 ,Series,TV-14,239,None,Moderate,Mild,Mild,Mild
Dexter: New Blood,2021,No Rate,No Votes,Drama,None,Series,None,10,No Rate,No Rate,No Rate,No Rate,No Rate
Wrath of Man,2021,7.2,"117,483","Action, Crime, Thriller",119 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
Hocus Pocus 2,2022,No Rate,No Votes,"Comedy, Family, Fantasy",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Community,2022,8.5,"237,389",Comedy,22 ,Series,TV-14,110,Mild,None,Mild,Mild,None
The Duff,2015,6.5,"89,023","Comedy, Romance",101 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
NCIS: Hawai'i,2015,5.4,"1,734","Action, Crime, Mystery",None,Series,TV-14,7,No Rate,No Rate,No Rate,No Rate,No Rate
Family Guy,2015,8.1,"316,718","Animation, Comedy",22 ,Series,(Banned),376,Moderate,Severe,Severe,Moderate,Mild
Evil,2015,7.7,"18,024","Crime, Drama, Horror",42 ,Series,TV-14,27,Mild,Moderate,Mild,No Rate,Moderate
A Nightmare on Elm Street,1984,7.5,"218,811",Horror,91 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
Tenet,2020,7.4,"427,885","Action, Sci-Fi, Thriller",150 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
Survive the Game,2021,5.5,"1,935","Action, Thriller",97 ,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
New Girl,2021,7.7,"205,005",Comedy,22 ,Series,TV-14,146,Moderate,None,Mild,Mild,None
Busanhaeng,2016,7.6,"190,528","Action, Horror, Thriller",118 ,Film,Not Rated,-,None,Severe,Mild,None,Severe
FBI: International,2016,6.1,"1,354","Crime, Drama",None,Series,TV-14,5,Mild,Moderate,Moderate,Mild,Moderate
Killing Eve,2016,8.2,"97,938","Action, Adventure, Drama",42 ,Series,TV-14,32,Mild,Moderate,Mild,Mild,Moderate
Dark,2016,8.8,"325,113","Crime, Drama, Mystery",60 ,Series,TV-MA,26,Moderate,Moderate,Moderate,Mild,Moderate
Hotel Transylvania: Transformania,2022,6.9,316,"Animation, Adventure, Comedy",None,Film,PG,-,None,Severe,Severe,Severe,Severe
Pretty Smart,2022,5.9,"1,581","Comedy, Drama, Romance",30 ,Series,TV-14,10,Moderate,None,Moderate,Mild,None
Heels,2022,8.2,"4,027","Drama, Sport",60 ,Series,TV-MA,8,Moderate,Moderate,Moderate,No Rate,No Rate
Stargirl,2022,7.2,"14,256","Action, Adventure, Crime",566 ,Series,TV-PG,27,None,Moderate,Mild,Mild,None
This Is Us,2022,8.6,"119,228","Comedy, Drama, Romance",45 ,Series,TV-14,89,Mild,None,Mild,Mild,Mild
Gladiator,2000,8.5,"1,403,705","Action, Adventure, Drama",155 ,Film,R,-,Mild,Severe,Mild,None,Severe
Kota Factory,2000,9.2,"61,652","Comedy, Drama",45 ,Series,TV-14,10,None,None,Mild,Mild,None
Escape Room: Tournament of Champions,2021,5.8,"24,494","Action, Adventure, Horror",88 ,Film,PG-13,-,None,Mild,Mild,None,Moderate
The 100,2021,7.6,"231,713","Drama, Mystery, Sci-Fi",43 ,Series,TV-14,100,Mild,Moderate,Mild,Mild,Moderate
GoldenEye,1995,7.2,"247,470","Action, Adventure, Thriller",130 ,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Moderate
The Godfather,1972,9.2,"1,709,439","Crime, Drama",175 ,Film,R,-,Moderate,Severe,Moderate,Mild,Moderate
Rocketman,2019,7.3,"159,046","Biography, Drama, Music",121 ,Film,R,-,Moderate,Mild,Moderate,Severe,Moderate
Chucky,2019,7.6,"1,976","Horror, Mystery, Thriller",None,Series,TV-MA,10,None,Severe,Severe,Mild,Severe
Good Witch,2019,7.3,"9,034","Comedy, Drama, Fantasy",48 ,Series,TV-PG,76,None,None,None,None,None
Sex/Life,2019,5.3,"16,568","Comedy, Drama, Romance",None,Series,TV-MA,9,Severe,None,Moderate,Mild,None
Buffy the Vampire Slayer,2019,8.2,"137,622","Action, Drama, Fantasy",44 ,Series,TV-14,145,Moderate,Moderate,Mild,Mild,Moderate
Beetle Juice,1988,7.5,"277,189","Comedy, Fantasy",92 ,Film,PG,-,Mild,Moderate,Moderate,Mild,Moderate
Magnum P.I.,1988,5.9,"10,579","Action, Adventure, Crime",43 ,Series,TV-14,61,None,Mild,Mild,Mild,Mild
Friendzone,2021,5.9,"1,379","Comedy, Romance",88 ,Film,TV-MA,-,Moderate,None,Mild,Mild,None
The Nightmare Before Christmas,1993,8.0,"311,747","Animation, Family, Fantasy",76 ,Film,PG,-,None,Mild,None,None,Moderate
Interstellar,2014,8.6,"1,624,116","Adventure, Drama, Sci-Fi",169 ,Film,PG-13,-,None,Mild,Mild,None,Moderate
The Rocky Horror Picture Show,1975,7.4,"139,351","Comedy, Horror, Musical",100 ,Film,R,-,Moderate,Mild,Mild,Mild,Mild
Pig,2021,6.9,"33,733","Drama, Thriller",92 ,Film,R,-,None,Moderate,Moderate,Mild,Moderate
The Orville,2021,8.0,"64,211","Adventure, Comedy, Drama",44 ,Series,TV-14,37,Mild,Mild,Mild,Mild,Mild
Endeavour,2021,8.6,"21,802","Crime, Drama, Mystery",89 ,Series,TV-14,33,Mild,Moderate,Mild,Mild,Mild
Batoru rowaiaru,2000,7.6,"176,302","Action, Adventure, Drama",114 ,Film,Not Rated,-,Mild,Severe,Mild,Mild,Severe
Homeland,2000,8.3,"326,240","Crime, Drama, Mystery",55 ,Series,TV-MA,96,Severe,Moderate,Moderate,Mild,Moderate
Halloween,2007,6.1,"113,922",Horror,109 ,Film,R,-,Severe,Severe,Severe,Mild,Severe
Knock Knock,2015,4.9,"89,175","Drama, Thriller",99 ,Film,R,-,Severe,Moderate,Severe,Mild,Moderate
The Dark Knight,2008,9.0,"2,428,117","Action, Crime, Drama",152 ,Film,PG-13,-,None,Moderate,Mild,Mild,Severe
Two and a Half Men,2008,7.0,"249,542","Comedy, Romance",22 ,Series,TV-14,262,Moderate,Mild,Moderate,Severe,None
The Protégé,2021,6.1,"13,778","Action, Crime, Thriller",109 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
I Know What You Did Last Summer,2021,5.1,"1,135","Horror, Mystery, Thriller",45 ,Series,TV-14,8,Moderate,Moderate,Severe,Severe,Severe
Parks and Recreation,2021,8.6,"233,155",Comedy,22 ,Series,TV-14,124,Mild,Mild,Mild,Mild,None
Star Trek: Lower Decks,2021,7.2,"12,261","Animation, Action, Adventure",25 ,Series,TV-MA,30,Mild,Moderate,Mild,Mild,Mild
One Piece: Wan pîsu,2021,8.8,"86,612","Animation, Action, Adventure",24 ,Series,TV-14,995,Mild,Moderate,Mild,Moderate,Moderate
Ghostbusters: Afterlife,2021,No Rate,No Votes,"Comedy, Fantasy",None,Film,PG-13,-,No Rate,No Rate,No Rate,No Rate,No Rate
A Quiet Place Part II,2020,7.3,"165,973","Drama, Horror, Sci-Fi",97 ,Film,PG-13,-,None,Moderate,Mild,None,Severe
Cobra Kai,2020,8.6,"127,699","Action, Comedy, Drama",30 ,Series,TV-14,41,Mild,Moderate,Moderate,Moderate,Mild
FBI: Most Wanted,2020,6.8,"5,342","Action, Crime, Drama",45 ,Series,TV-14,34,Mild,Moderate,Mild,Moderate,Moderate
Don't Breathe 2,2021,6.1,"29,241","Action, Drama, Horror",98 ,Film,R,-,None,Severe,Moderate,Mild,Severe
House of Wax,2005,5.4,"119,934","Horror, Thriller",113 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
Wonder Woman 1984,2020,5.4,"233,753","Action, Adventure, Fantasy",151 ,Film,PG-13,-,Mild,Mild,Mild,None,Mild
Zack Snyder's Justice League,2021,8.1,"340,603","Action, Adventure, Fantasy",242 ,Film,R,-,None,Moderate,Mild,Mild,Moderate
A Million Little Things,2021,7.9,"10,844","Comedy, Drama, Romance",43 ,Series,TV-14,63,Mild,None,Mild,Mild,Mild
Reservation Dogs,2021,8.2,"5,946","Comedy, Crime",30 ,Series,TV-MA,9,None,None,Severe,Mild,No Rate
Mad Men,2021,8.6,"220,406",Drama,47 ,Series,TV-14,92,Moderate,Mild,Mild,Severe,Mild
Killers of the Flower Moon,2021,No Rate,No Votes,"Crime, Drama, History",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
The Goldbergs,2021,8.0,"34,243",Comedy,22 ,Series,TV-PG,192,Mild,None,Mild,Mild,None
Nobody,2021,7.4,"164,357","Action, Crime, Drama",92 ,Film,R,-,None,Severe,Severe,Mild,Severe
The Tomorrow War,2021,6.6,"170,217","Action, Adventure, Drama",138 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
1917,2019,8.3,"497,055","Action, Drama, War",119 ,Film,R,-,None,Severe,Moderate,Mild,Severe
Cowboy Bebop,2019,No Rate,No Votes,"Action, Adventure, Crime",None,Series,TV-14,10,No Rate,No Rate,No Rate,No Rate,No Rate
Sweet Home,2019,7.4,"14,574","Drama, Fantasy, Horror",52 ,Series,TV-MA,10,None,Severe,Moderate,Moderate,Severe
The 355,2022,No Rate,No Votes,"Action, Thriller",None,Film,PG-13,-,No Rate,No Rate,No Rate,No Rate,No Rate
Station 19,2022,6.7,"11,053","Action, Drama, Romance",60 ,Series,TV-14,63,Mild,Moderate,Mild,Mild,Moderate
Law & Order,2022,7.7,"33,951","Crime, Drama, Mystery",45 ,Series,TV-14,457,Mild,Moderate,Mild,Moderate,Moderate
The Hunger Games,2012,7.2,"874,403","Action, Adventure, Sci-Fi",142 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
Jennifer's Body,2009,5.3,"125,403","Comedy, Horror",102 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
Prison Break,2009,8.3,"499,859","Action, Crime, Drama",44 ,Series,TV-14,90,Mild,Moderate,Mild,Mild,Moderate
House of Gucci,2021,No Rate,No Votes,"Crime, Drama, Thriller",None,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
Outer Banks,2021,7.6,"36,571","Action, Crime, Drama",50 ,Series,TV-MA,20,Mild,Mild,Moderate,Moderate,Moderate
Braqueurs,2021,7.0,"1,440","Action, Crime, Drama",44 ,Series,TV-MA,6,Mild,Severe,Severe,Severe,Mild
The Power of the Dog,2021,6.6,"2,853","Drama, Romance, Western",126 ,Film,R,-,Moderate,Mild,Mild,Moderate,Mild
Halloween II,1981,6.5,"81,417",Horror,92 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
Sherlock,1981,9.1,"853,642","Crime, Drama, Mystery",88 ,Series,TV-14,15,Mild,Moderate,Mild,Moderate,Moderate
Trick 'r Treat,2007,6.8,"86,032","Comedy, Horror",82 ,Film,R,-,Moderate,Severe,Moderate,Mild,Moderate
Prisoners,2013,8.1,"641,220","Crime, Drama, Mystery",153 ,Film,R,-,None,Severe,Severe,Mild,Severe
Hereditary,2018,7.3,"270,994","Drama, Horror, Mystery",127 ,Film,R,-,Moderate,Severe,Moderate,Moderate,Severe
Black as Night,2021,3.9,"1,087","Drama, Horror, Thriller",87 ,Film,Not Rated,-,None,Mild,Moderate,Moderate,Moderate
The Good Girl,2002,6.4,"44,437","Drama, Romance",93 ,Film,R,-,Moderate,Moderate,Moderate,Moderate,Mild
Teen Wolf,2002,7.6,"136,164","Action, Drama, Fantasy",41 ,Series,TV-14,100,Mild,Moderate,Mild,Mild,Moderate
Dr. Death,2021,7.7,"7,648","Crime, Drama, Thriller",None,Series,TV-MA,8,Moderate,Moderate,Severe,Moderate,Mild
It,2017,7.3,"491,621",Horror,135 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
The Father,2020,8.3,"101,279",Drama,97 ,Film,PG-13,-,None,Mild,Mild,Mild,Moderate
Die Another Day,2002,6.1,"212,253","Action, Adventure, Thriller",133 ,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Moderate
Call the Midwife,2002,8.5,"22,472","Drama, History",60 ,Series,TV-PG,89,None,Mild,None,Mild,Mild
Inception,2010,8.8,"2,178,860","Action, Adventure, Sci-Fi",148 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
Doctor Sleep,2019,7.3,"167,153","Drama, Fantasy, Horror",152 ,Film,R,-,Mild,Severe,Moderate,Moderate,Severe
Pulp Fiction,1994,8.9,"1,915,230","Crime, Drama",154 ,Film,R,-,Moderate,Severe,Severe,Severe,Moderate
Ask 101,1994,7.5,"12,077","Comedy, Drama, Romance",40 ,Series,TV-14,16,Mild,Mild,Severe,Moderate,Mild
The Departed,2006,8.5,"1,244,747","Crime, Drama, Thriller",151 ,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
Spider-Man,2002,7.3,"728,050","Action, Adventure, Sci-Fi",121 ,Film,PG-13,-,Mild,Moderate,Mild,None,Moderate
Euphoria,2002,8.4,"79,994",Drama,55 ,Series,TV-MA,15,Severe,Moderate,Severe,Severe,Severe
The Umbrella Academy,2002,8.0,"182,838","Action, Adventure, Comedy",60 ,Series,TV-14,30,Mild,Moderate,Mild,Moderate,Mild
Once Upon a Time,2002,7.7,"214,885","Adventure, Fantasy, Romance",60 ,Series,TV-PG,156,Mild,Mild,Mild,Mild,Mild
Reminiscence,2021,5.9,"36,510","Mystery, Romance, Sci-Fi",116 ,Film,PG-13,-,Mild,Moderate,Mild,Moderate,Moderate
Hollington Drive,2021,4.6,254,Thriller,60 ,Series,None,4,No Rate,No Rate,No Rate,No Rate,No Rate
Heartland,2021,8.4,"13,006","Drama, Family",45 ,Series,TV-PG,225,None,Mild,Mild,Mild,None
Boku no hîrô akademia,2021,8.4,"48,172","Animation, Action, Adventure",24 ,Series,TV-14,117,Mild,Moderate,Mild,None,Mild
Knives Out 2,2022,No Rate,No Votes,"Comedy, Crime, Drama",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Scary Movie,2000,6.2,"243,587",Comedy,88 ,Film,R,-,Severe,Severe,Severe,Moderate,Moderate
South Park,2000,8.7,"345,100","Animation, Comedy",22 ,Series,TV-MA,311,Severe,Severe,Severe,Severe,Moderate
Turner & Hooch,2000,6.6,"2,625","Comedy, Drama, Family",None,Series,TV-PG,12,Mild,Mild,None,None,Moderate
Mortal Kombat,2021,6.1,"145,124","Action, Adventure, Fantasy",110 ,Film,R,-,None,Severe,Severe,Mild,Severe
Ghostbusters,1984,7.8,"374,701","Action, Comedy, Fantasy",105 ,Film,PG,-,Mild,Mild,Moderate,Mild,Mild
Locke & Key,1984,7.4,"51,137","Drama, Fantasy, Horror",48 ,Series,TV-14,24,Mild,Moderate,Mild,Mild,Mild
The Sinner,1984,7.9,"99,632","Crime, Drama, Mystery",45 ,Series,TV-MA,29,Moderate,Moderate,Moderate,Moderate,Severe
Fight Club,1999,8.8,"1,948,261",Drama,139 ,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
Rakka,2017,7.4,"7,037","Short, Horror, Sci-Fi",22 ,Film,Not Rated,-,No Rate,Severe,Moderate,Mild,No Rate
The Lord of the Rings: The Fellowship of the Ring,2001,8.8,"1,736,338","Action, Adventure, Drama",178 ,Film,PG-13,-,None,Moderate,None,Mild,Moderate
Help,2021,8.0,"4,320",Drama,98 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Mean Girls,2004,7.0,"356,752",Comedy,97 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
Daredevil,2004,8.6,"382,011","Action, Crime, Drama",54 ,Series,TV-MA,39,Mild,Severe,Moderate,Mild,Severe
The Shining,1980,8.4,"946,683","Drama, Horror",146 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
Star Trek: Deep Space Nine,1980,8.0,"57,362","Action, Adventure, Drama",45 ,Series,TV-PG,173,Mild,Moderate,Mild,Mild,Moderate
Dr. No,1962,7.2,"157,817","Action, Adventure, Thriller",110 ,Film,PG,-,Mild,Mild,Mild,Mild,Mild
Hawaii Five-0,1962,7.3,"69,783","Action, Crime, Drama",42 ,Series,TV-14,240,Mild,Moderate,None,Mild,Moderate
Arrow,1962,7.5,"418,232","Action, Adventure, Crime",42 ,Series,TV-14,170,Mild,Moderate,Mild,Moderate,Moderate
Léon,1994,8.5,"1,085,586","Action, Crime, Drama",110 ,Film,R,-,Mild,Severe,Moderate,Moderate,Moderate
The Manor,2021,5.3,"1,677",Horror,81 ,Film,Not Rated,-,None,None,Mild,None,Mild
Bosch,2021,8.4,"58,565","Crime, Drama",51 ,Series,TV-MA,68,Moderate,Moderate,Moderate,Moderate,Moderate
South of Heaven,2021,5.7,376,"Action, Crime, Drama",120 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Encanto,2021,No Rate,No Votes,"Animation, Adventure, Comedy",None,Film,PG,-,No Rate,No Rate,No Rate,No Rate,No Rate
Don't Look Up,2021,No Rate,No Votes,"Comedy, Drama, Sci-Fi",145 ,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
Legends of Tomorrow,2021,6.8,"97,989","Action, Adventure, Drama",42 ,Series,TV-14,104,Mild,Moderate,Mild,Mild,Mild
Bingo Hell,2021,4.3,"1,139","Comedy, Fantasy, Horror",85 ,Film,Not Rated,-,None,Moderate,Moderate,Mild,Mild
Django Unchained,2012,8.4,"1,432,853","Drama, Western",165 ,Film,R,-,Moderate,Severe,Severe,Mild,Severe
Zhang jin hu,2021,5.2,646,"Action, Drama, War",176 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Friday the 13th,1980,6.4,"129,391","Horror, Mystery, Thriller",95 ,Film,R,-,Moderate,Severe,Mild,Mild,Severe
Gone Girl,2014,8.1,"912,613","Drama, Mystery, Thriller",149 ,Film,R,-,Severe,Severe,Severe,Mild,Severe
Bob's Burgers,2014,8.1,"71,250","Animation, Comedy",22 ,Series,TV-PG,222,Mild,Mild,Mild,Mild,None
Truth Be Told,2014,7.1,"9,465","Crime, Drama, Mystery",45 ,Series,TV-MA,18,Mild,No Rate,Moderate,No Rate,No Rate
Virgin River,2014,7.4,"30,823","Drama, Romance",44 ,Series,TV-14,32,Mild,Mild,Mild,Mild,Mild
"If I Can't Have Love, I Want Power",2021,7.0,"1,061","Drama, Fantasy, Horror",53 ,Film,R,-,Severe,Moderate,Mild,Mild,Mild
SEAL Team,2021,7.6,"19,476","Action, Drama, War",43 ,Series,TV-14,94,None,Moderate,Moderate,Mild,Moderate
Poltergeist,1982,7.3,"152,037","Horror, Thriller",114 ,Film,PG,-,Mild,Moderate,Mild,Moderate,Severe
The Silence of the Lambs,1991,8.6,"1,336,681","Crime, Drama, Thriller",118 ,Film,R,-,Moderate,Severe,Moderate,None,Severe
Love & Other Drugs,2010,6.7,"190,511","Comedy, Drama, Romance",112 ,Film,R,-,Severe,Mild,Severe,Moderate,Mild
Saturday Night Live,2010,8.0,"45,651","Comedy, Music",90 ,Series,TV-14,915,Moderate,Mild,Moderate,Moderate,None
Star Trek: Discovery,2010,7.2,"103,517","Action, Adventure, Drama",60 ,Series,TV-14,53,Mild,Moderate,Moderate,None,Moderate
Red Rocket,2021,7.4,512,"Comedy, Drama",128 ,Film,R,-,Severe,No Rate,No Rate,No Rate,Mild
Scrubs,2021,8.3,"244,809","Comedy, Drama",22 ,Series,TV-14,182,Mild,Mild,Mild,Mild,Mild
Hush,2016,6.6,"117,663","Horror, Thriller",82 ,Film,R,-,None,Severe,Moderate,None,Severe
Line of Duty,2016,8.7,"49,699","Crime, Drama, Mystery",60 ,Series,TV-14,36,Mild,Severe,Mild,Mild,Moderate
Gunpowder Milkshake,2021,6.0,"30,807","Action, Crime, Thriller",114 ,Film,R,-,None,Severe,Moderate,Mild,Moderate
Pleasure,2021,6.9,698,Drama,109 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Agents of S.H.I.E.L.D.,2021,7.5,"207,705","Action, Adventure, Drama",45 ,Series,TV-PG,136,Mild,Moderate,Mild,Mild,Moderate
The Good Place,2021,8.2,"133,186","Comedy, Drama, Fantasy",22 ,Series,TV-PG,50,Mild,Mild,Mild,Mild,None
Candyman,1992,6.7,"83,944","Horror, Thriller",99 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
True Blood,1992,7.8,"235,708","Drama, Fantasy, Mystery",55 ,Series,TV-MA,81,Severe,Severe,Severe,Moderate,Moderate
Shadow and Bone,1992,7.7,"66,152","Action, Adventure, Drama",None,Series,TV-14,16,Mild,Moderate,None,Mild,Moderate
How to Get Away with Murder,1992,8.1,"139,455","Crime, Drama, Mystery",43 ,Series,TV-14,90,Moderate,Moderate,Mild,Moderate,Moderate
Thir13en Ghosts,2001,5.6,"83,586","Fantasy, Horror",91 ,Film,R,-,Moderate,Severe,Moderate,None,Severe
The Fall,2001,8.1,"93,338","Crime, Drama, Thriller",60 ,Series,TV-MA,17,Severe,Moderate,Moderate,Moderate,Severe
Mad Max: Fury Road,2015,8.1,"930,996","Action, Adventure, Sci-Fi",120 ,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
Mindhunter,2015,8.6,"244,658","Crime, Drama, Thriller",60 ,Series,TV-MA,19,Severe,Severe,Moderate,Mild,Moderate
Man on Fire,2004,7.7,"345,641","Action, Crime, Drama",146 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
Tusk,2014,5.3,"49,430","Comedy, Drama, Horror",102 ,Film,R,-,Moderate,Severe,Severe,Mild,Severe
Red Election,2014,6.1,252,Thriller,None,Series,None,10,No Rate,No Rate,No Rate,No Rate,No Rate
The World Is Not Enough,1999,6.4,"194,551","Action, Adventure, Crime",128 ,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Moderate
Halloweentown,1998,6.7,"15,617","Adventure, Comedy, Family",84 ,Film,TV-G,-,None,Mild,None,None,Mild
Invincible,1998,8.7,"92,233","Animation, Action, Adventure",50 ,Series,TV-MA,13,Mild,Severe,Moderate,Mild,Severe
Perry Mason,1998,8.2,"6,949","Crime, Drama, Mystery",60 ,Series,TV-PG,271,None,None,None,Mild,None
Chesapeake Shores,1998,7.5,"6,379","Drama, Family",42 ,Series,TV-PG,45,No Rate,No Rate,No Rate,No Rate,No Rate
Star Trek: Voyager,1998,7.8,"63,551","Action, Adventure, Sci-Fi",44 ,Series,TV-PG,168,None,Mild,None,Mild,Moderate
Creepshow,1998,7.1,"5,933","Fantasy, Horror, Mystery",44 ,Series,TV-MA,19,Mild,Severe,Severe,Moderate,Severe
On Her Majesty's Secret Service,1969,6.7,"86,280","Action, Adventure, Thriller",142 ,Film,PG,-,Mild,Moderate,Mild,Mild,Moderate
Grown Ups,2010,6.0,"237,673",Comedy,102 ,Film,PG-13,-,Mild,Mild,Mild,Mild,None
Fear Street: 1994,2021,6.2,"65,629","Drama, Horror, Mystery",107 ,Film,R,-,Mild,Severe,Moderate,Moderate,Moderate
Goodfellas,1990,8.7,"1,074,102","Biography, Crime, Drama",146 ,Film,R,-,Mild,Severe,Severe,Severe,Severe
Mom,1990,7.2,"31,440","Comedy, Drama, Romance",30 ,Series,TV-14,170,Moderate,None,Mild,Moderate,None
Army of Thieves,2021,No Rate,No Votes,"Action, Comedy, Crime",127 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
The Big Leap,2021,6.8,899,"Comedy, Drama",None,Series,TV-14,6,No Rate,No Rate,No Rate,No Rate,No Rate
Inglourious Basterds,2009,8.3,"1,338,008","Adventure, Drama, War",153 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
CODA,2021,8.1,"21,506","Drama, Music",111 ,Film,PG-13,-,Mild,None,Moderate,Mild,None
The Goonies,1985,7.8,"256,589","Adventure, Comedy, Family",114 ,Film,PG,-,Mild,Mild,Moderate,Mild,Mild
"Murder, She Wrote",1985,7.0,"21,413","Crime, Drama, Mystery",50 ,Series,TV-PG,264,None,Mild,Mild,Mild,Mild
The Fifth Element,1997,7.7,"450,359","Action, Adventure, Sci-Fi",126 ,Film,PG-13,-,Moderate,Mild,Mild,Mild,Mild
The L Word: Generation Q,1997,7.4,"5,061",Drama,55 ,Series,TV-MA,18,Severe,None,Severe,Severe,Mild
Once Upon a Time in America,1984,8.3,"330,699","Crime, Drama",229 ,Film,R,-,Severe,Severe,Severe,Severe,Severe
Wentworth,1984,8.6,"18,972","Crime, Drama",45 ,Series,TV-MA,100,Moderate,Severe,Severe,Severe,Severe
Demon Slayer: Kimetsu No Yaiba,1984,8.7,"53,641","Animation, Action, Adventure",25 ,Series,TV-MA,28,None,Severe,Mild,None,Severe
30 Rock,1984,8.2,"116,862",Comedy,22 ,Series,TV-14,138,Mild,Mild,Mild,Mild,None
The King's Man,2021,No Rate,No Votes,"Action, Adventure, Comedy",None,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
BoJack Horseman,2021,8.7,"129,718","Animation, Comedy, Drama",25 ,Series,TV-MA,77,Moderate,Mild,Moderate,Severe,Moderate
Scaredy Cats,2021,6.3,193,"Comedy, Family, Fantasy",None,Series,TV-G,9,No Rate,No Rate,No Rate,No Rate,No Rate
Nightbooks,2021,5.8,"5,795","Family, Fantasy, Horror",103 ,Film,TV-PG,-,None,Mild,Mild,None,Moderate
Acapulco,2021,6.3,488,Comedy,None,Series,TV-14,10,Mild,No Rate,No Rate,No Rate,No Rate
The Lighthouse,2019,7.5,"170,825","Drama, Fantasy, Horror",109 ,Film,R,-,Moderate,Severe,Moderate,Moderate,Severe
Psych,2019,8.3,"90,054","Comedy, Crime, Mystery",44 ,Series,TV-PG,121,Mild,Mild,Mild,Mild,Mild
NCIS: Los Angeles,2019,6.7,"50,798","Action, Crime, Drama",43 ,Series,TV-14,287,Mild,Mild,Mild,Mild,Moderate
The Wonder Years,2019,5.5,"1,855","Comedy, Drama, Family",None,Series,TV-PG,9,Moderate,Mild,Moderate,Mild,Mild
Columbo,2019,8.3,"31,439","Crime, Drama, Mystery",100 ,Series,TV-PG,68,None,Mild,None,Moderate,Mild
The Courier,2020,7.1,"36,654","Drama, History, Thriller",112 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
